bull	cow	5.077778343623849
mother	teach	0.561387973501632
traditional	old	-0.07737850814612889
man	violent	0.7435485763309062
diamond	stone	1.9917635457511609
bitter	delicious	1.1312962228913914
medicine	church	-1.1264301839459618
friendship	person	0.1229614908740147
disappointed	stress	x
tea	cup	3.096615819817904
fresco	painting	3.7476486980131103
monument	venerate	x
unnecessary	prerequisites	x
fiery	flagrant	x
waiver	safe	x
obdurate	cooperative	x
betray	trust	5.043412183293592
woman	engender	1.4797752131301602
turbulent	violence	1.276623510326096
dissertation	plagiarized	5.0798762488987865
territorial	terrestrial	x
installment	serial	3.1038199562576168
masquerade	party	1.1856207450438974
headmaster	principled	x
directory	telephone	2.9576399307234085
elevation	pinnacle	-0.16414232631597764
hindsight	perfect	x
homage	copy	0.9017817162922416
leaf	autumnal	3.4032330850881487
autonomous	free	1.5075364180020152
inkling	pen	x
latent	manifestation	1.9953858184029507
stringent	solid	x
dishevel	destroy	x
symbolic	metaphor	2.208336183775803
treaty	war	2.0228623731453204
patron	sexist	x
rural	suburban	4.508749448220957
termite	wood	3.765753494977194
atheist	faith	3.1785858107735305
hazardous	dangerous	3.5855713926251283
frame	painting	0.9865966665274905
tractor	pulled	2.7656453515177595
boorish	propriety	x
predator	ecosystem	4.821650614267534
usury	interested	x
abstain	indulge	x
capricious	restrained	x
asphyxiation	choking	7.710914106507719
tournament	stadium	0.9004147341961056
measurement	weigh	1.2190840232576208
lava	molten	5.092752266629731
koala	marsupial	8.3386005378055
idyllic	dreams	0.8616016576201352
beneficent	upset	x
legitimacy	scam	2.7297846654515303
unique	unprecedented	1.6470538941506614
vivacious	health	x
picnic	basket	2.512055393815573
celebrity	questionnaire	x
narcissist	egocentric	x
teenager	neonatal	x
humorous	amusing	3.378588596038333
padded	resume	3.755911340930112
simplicity	complex	1.3220686754915831
procure	valuable	1.1250414203975558
stigmatize	criticize	x
whimsical	capricious	6.4688713356616905
conjecture	supposed	1.1235478004648327
evil	courtesan	1.1953160710820792
ornament	tree	2.412773755138611
cheap	inexpensive	2.956353325336404
heretic	blaspheme	x
dance	polka	4.141352940525136
smoke	burn	2.5676888102799817
mawkish	stoic	x
ostracism	society	2.8440739869363147
libertine	freedom	1.5255434745832137
choreography	dance	4.237374527605722
ironic	metallic	x
elucidate	clarify	3.8246208898585565
penetrate	impermeable	3.657371585125391
swallow	migratory	2.8649000873831523
cancer	tumors	4.820305565481052
complain	ravenous	x
corpulent	thin	x
concertina	instrument	4.523881903748529
lovable	annoying	x
tentative	agenda	x
elucidate	clarify	3.8246208898585565
shower	water	1.987512837294532
car	garage	3.3511665452223234
quiet	secret	0.7554157296493847
weak	strength	2.192129852322404
boat	swim	2.894223091997596
cup	drink	2.879570843280708
cow	milk	6.505232599079148
huge	big	1.1638476821697816
tired	energy	-0.2496254116879576
silent	noisy	1.4244993841669529
fun	cool	2.0789942223138462
terrible	bad	2.127323116606325
necklace	neck	4.767329466275347
crazy	smart	2.033386013757739
boot	hand	0.04180848990384842
kitten	cat	5.073013513491446
water	wet	2.0853114640031007
sad	emotion	2.510385082027741
knife	cut	3.525912987576136
computer	talk	-0.3013283676728979
lettuce	sandwich	5.5495071178557085
bag	wallet	4.405495823149486
water	cold	1.756147374676331
nice	good	1.9977577425677036
doctor	heal	2.3776040740269693
serious	humor	1.4540798587932109
right	wrong	3.95278650272487
laugh	cry	6.8130868728859175
hands	cry	0.7687295726300111
air	water	2.18706511716202
horse	ride	3.0554425228176645
ugly	pretty	3.893299140459249
sausage	vegetable	2.2662069320838927
lemon	fruit	3.851121000954039
cold	temperature	2.9515680498083525
bus	run	2.567960129893028
driver	ship	-2.8600157222704925
gray	black	3.6431267741520097
checkers	basketball	x
play	learn	0.3928440410428399
pear	fruit	4.546760260850232
cows	city	-1.7790632976702208
scary	bad	0.45250704142521203
fast	quick	2.4022976345098863
apartment	locate	0.9333630521435436
teacher	good	-0.2086333324603065
teacher	learn	0.7230775069882657
shiny	bright	4.079668173427844
animal	horse	1.8993402776972852
finger	hand	4.243658681879774
sad	happy	4.287548139443847
string	guitar	3.180966499000062
money	rich	0.8713923858639686
young	old	2.216114946017726
guilty	wrong	0.4987210268632137
intelligent	belief	0.6879068037067133
straw	drink	3.20798076265428
game	fun	1.7245229587582032
bus	car	2.1026320163770045
clouds	fly	0.8836208155198741
calculator	think	x
depressed	sad	4.407382674090219
nature	wood	-0.14320706051703022
bad	happy	0.7853811422196791
ready	lazy	0.08769329406125652
smart	sense	1.138748524832166
lawyer	computer	-1.4143990814331582
brick	house	2.7523768789508485
fire	water	1.3911003326215374
car	fast	1.2901924115153658
camera	take	1.4752940691393654
faucet	sink	5.648881216973479
silver	metal	2.0529132642820884
crazy	unhealthy	x
ring	beautiful	-0.5765346618808807
letter	communicate	0.16100065478928854
basketball	fun	0.1579283238471044
peaceful	bored	x
arms	legs	5.134585184547619
movie	entertain	0.4914424356151244
food	beverage	5.5699238297954174
hard	nice	0.37579525255481305
bald	hair	3.946701108165632
fish	shark	4.166648043431252
thermometer	temperature	5.58037547057991
dog	friendly	1.2010498505589082
scared	angry	4.133118063219397
scared	courage	1.156806892306862
devastated	disappointed	1.1726332000865114
shoe	pants	2.6562384246083184
hair	comb	4.384813576173686
light	height	-0.0849085593814531
winter	season	1.9357712410137329
traffic	heavy	1.8359277953438211
boring	exciting	3.6189709973014534
shovel	dig	6.274574170645909
drain	sink	3.4480654846942813
building	height	1.5424575300369543
November	December	3.681511411892776
weather	clouds	3.28032419894078
queen	monarch	2.675565199612208
outstanding	impressive	0.8882700485524194
clock	digital	1.6908767994540503
van	automobile	0.3705543322984552
valid	illegitimate	x
ignore	oversee	x
vivacious	intensity	x
burial	death	0.9676366708551236
guard	protect	2.5915374920455037
ketchup	hotdog	7.71478932244089
dictionary	words	4.304504829895
reporter	biased	1.4657665410916068
hear	listen	2.720415222479523
passport	document	4.186345374885569
evaluation	title	-2.007312783781457
kind	benevolent	3.266045597919585
factual	opinion	2.66391483220555
use	employ	0.3167528643529489
courtship	marriage	4.990067195913582
sentry	guard	5.32926152379592
friend	imaginary	0.733719549570482
allowed	forbidden	1.3510619343883636
street	neighborhoods	2.1797001883079825
action	event	0.3758525424591862
fabulous	drab	x
spouse	marriage	3.085889797169591
fork	dice	x
opinion	factual	2.326915708002874
car	garage	3.3511665452223234
immobile	move	1.2792323551129798
comfort	pleasure	3.0750126630199452
folktale	traditional	0.6042453813413706
anchor	aircraft	-1.0021283344460803
essay	story	1.3499543994237109
smile	fear	1.022016547890381
statue	memorialize	2.3063836378341844
unusual	weird	2.6667128582986983
rain	precipitation	4.594857774984246
overweight	shape	1.8839313087466267
damage	repair	2.6996044744676597
artist	idealistic	x
bone	skeleton	3.7072136870820978
medicine	disease	2.1532762645216525
hyper	energetic	5.190495655009227
spicy	delicious	4.962489340319134
fever	issue	-0.16769010781230814
calculators	think	x
document	certificate	2.316691830633336
harvest	plant	1.5576645524556587
famous	popularity	-0.456533270570665
theme	song	2.123462373945101
telephone	communication	2.4019947691480925
baffling	confusing	x
peace	harmony	5.043469163931314
ship	wooden	0.8984622988096501
hope	tornado	-0.8430876019287552
limerick	poem	4.929910790136233
challenging	difficult	2.2283398336670284
unskilled	magic	2.319091211703164
priest	evil	0.9039989080638721
ambulance	hospital	4.682429086618416
button	hole	1.6634110997351512
title	ownership	0.7133452316530733
hopeful	optimistic	5.824865992404642
tent	cabin	3.56940247570328
fan	oxygen	-0.7226634809003009
decrepit	strength	x
bank	dollar	1.7178288273105853
ridicule	mock	4.474973029158137
surface	flat	2.2895465225870675
crystal	jewel	2.7538196109603517
parka	sweater	x
newspaper	guide	-0.30847830138572746
timid	bold	3.2558107092151043
grimace	comfort	x
glaze	sauce	3.430393978833416
smooth	jagged	4.168714796824227
love	wonderful	1.3231459560892112
murder	motive	2.825453143281292
angry	outraged	3.8481952264011605
intoxication	alcohol	4.992007227702981
powder	moisten	x
mineral	geology	2.7967639417112364
chilly	freezing	4.914927361373123
Christianity	religion	4.5431754052267
pig	hooves	4.584965999950203
fluent	language	4.446710557296239
decision	idea	-0.17230591952193305
technique	effective	1.918840241436956
revolution	war	1.7247636362766676
amplifier	violin	x
interested	apathetic	1.9799600964013837
benefactor	poor	2.3315023511238464
debate	argument	2.530095616313357
excuse	permit	1.5115921125494864
Thanksgiving	turkey	5.824979374646853
saintly	holiness	x
kidney	body	1.2972478728679004
teacher	professor	2.720654334304029
nurse	operate	0.06984858254620073
jingoist	nationalistic	x
dubious	discussion	1.1427466812947524
slaughterhouse	meat	5.634847289533139
wary	trust	2.9866255207197856
tournament	judges	-0.5431899203313284
peripatetic	mobile	x
compassion	virtue	2.0587210428788065
linguistics	language	3.7981640959205736
righteous	judgment	3.5940876727340307
tenacity	determination	5.774241834183062
reputable	shady	x
convulsion	shudder	x
nebulous	distinct	1.6951636998693391
recluse	friendly	x
objective	task	1.0957829473461624
ravenous	hungry	4.125571038165414
stone	lithograph	1.1650886987015572
marsupial	kangaroo	7.418230376825199
voluble	fluency	x
palisade	resort	x
masterpiece	create	-2.171678348720208
modicum	abundance	x
rant	soliloquy	x
garrison	garrulous	x
hypotenuse	triangle	7.992330600891386
treachery	forgiveness	2.2402500315858944
unbecoming	improper	4.545946970015401
manufacturer	production	1.5119704933082316
punishment	penance	3.360179596146056
scholarly	erudite	4.330611498623837
crustacean	swim	1.1121899143807672
tree	deciduous	3.7214165777777217
commission	wage	0.7667333161790338
troupe	theaters	1.1848082796132622
word	lexicon	3.659500522065352
humanitarian	mortal	x
clandestine	overt	4.595150791723696
inebriated	sobriety	5.938813383763684
vapid	liveliness	x
rivulet	powerful	x
homophone	definition	1.9527554338826882
ascetic	frugal	4.623251979149076
witness	judgmental	x
fallacy	lie	2.1903373376494817
astute	clever	4.565050732439376
apprehensive	doubt	x
circumspect	attention	x
venerate	desecrate	x
anthology	passages	2.3773554569048443
concubine	spouse	3.73378891562042
teacher	tenured	2.644265910514645
condiment	eat	x
domineering	power	0.3535516331258079
fanatical	enthusiastic	x
examination	accusation	x
profanity	censored	6.27501766339087
ruined	annihilated	x
dichotomy	division	0.9098945437464168
appendage	body	2.7722125307013767
infertile	family	-0.9824267476853424
lummox	grace	x
predicament	solve	1.826074719881489
putsch	government	2.9839776882172604
conspiracy	successful	-0.32078556726555885
prescient	correct	x
caustic	relaxing	x
chef	entree	x
ethereal	concrete	x
precocious	direction	x
feline	cat	5.259671640575117
bigot	prejudiced	8.293069592675588
beautician	paint	x
performance	stellar	1.4762001807726854
coveted	desired	1.8760291818622796
preeminent	important	0.13776866519538294
fornication	marriage	3.8545227877479933
vicious	wrath	1.3486912075136184
revision	edition	2.9531404318585506
nod	acquiescence	x
deal	hustle	x
precinct	city	1.9748337288934856
candidate	deprecate	x
omniscient	omnipotent	10.263235014654688
alacrity	clarity	x
prince	opulent	1.3426883502612557
irritating	pleasing	x
vibration	perception	x
chord	music	1.21670218869061
sequoia	longevity	6.203958203822894
prophet	rogue	x
humorous	wit	3.049589126504164
claustrophobia	closets	x
hero	folksy	x
revere	denigrate	x
continent	nation	1.6631423403698131
decathlon	competition	2.9905106910439505
theologian	cancer	-1.7740858848355812
retain	burst	-0.19546236483228172
landscape	surround	-1.2764451602098472
bureaucracy	administration	2.6443685698423245
chef	fat	1.488351368329646
refrigerator	cool	3.609024021309738
mystery	boring	x
mother	daughter	3.462293635180992
shy	timid	6.939910288655429
boat	mountain	-0.24312877480746425
unpopular	wealth	-1.2126452793228155
success	failure	3.1955922480446266
magic	children	0.02776025953396323
ketchup	condiment	7.433064124500505
lawyer	mercy	-0.7834114216470202
wave	water	1.0642477394904144
king	royal	3.225446256268815
victory	defeat	3.0206574314156898
core	apple	1.2530934403638632
hill	mountain	3.4038110282483514
leather	cows	1.5548971792708577
minnow	fish	4.860222076158768
television	watch	1.2453591007836968
building	house	1.9257889051515336
lens	microscope	4.830351227956009
maid	chores	3.903876725088107
impossible	easy	-0.20836714299243894
clean	filthy	3.30175380569857
sin	immoral	2.3233730809642377
mask	face	3.8031914001789167
salt	food	1.596112961422144
idea	true	0.8794096885342348
prestigious	honor	2.5008294679281264
athlete	thin	x
meat	fried	4.494900660167435
map	navigate	3.2647054995133957
fish	ocean	2.382426224224499
guitar	music	1.1613239022001445
sleeve	shirt	4.8342936166776935
hurry	delay	x
cow	field	0.30911687283771805
pill	doctor	0.9634674080041254
upset	sadness	0.23809029988237465
possible	easy	0.262202312862203
stove	bake	x
demon	evil	3.4226658203394007
animal	dog	2.377049543635899
library	books	3.540474534520392
referee	team	1.0004290331000905
bathtub	gallons	3.182317187855765
obvious	clear	1.2508132655215232
brilliant	ideas	1.0747351464845611
praise	enjoy	-1.5546981831492417
blade	knife	4.9849865016817185
prisoner	freedom	1.12885353006722
preacher	cook	1.7463205918105191
gun	bullets	3.9205693381471254
necklace	silver	2.546967547443065
beautiful	ugly	4.327473898849826
obvious	mysterious	-0.2505986866594129
language	book	0.15895049452506738
unity	division	1.2375793041515797
silly	thought	0.5860852259817592
jet	airplane	2.7466960687758943
queen	fortress	0.8838105092735901
bomb	destroy	3.3487259285277453
nomad	home	0.0075168320423703704
new	strange	0.16270629448378662
carelessness	mistakes	4.723040074308033
tree	free	-0.8076964255750572
overweight	skinny	5.032714403591275
father	brother	2.9716822886780982
march	belief	-1.4276925093471249
baseball	basketball	4.766111901245698
bracelet	stylish	x
disabled	worth	-1.4277442915462557
moral	story	2.0600538800111288
wrench	tool	5.007278761287046
librarian	bookstore	3.306160092853577
strange	weird	4.878248844317709
soup	drink	2.0238001251553257
heart	love	1.8856109734750188
neutral	prejudice	x
unwanted	discarded	4.027858643238671
fire	heat	1.707363340016515
easy	simple	1.9474322093501744
beach	shore	3.242231002685146
sunset	early	-0.11707158140147962
head	face	1.606504537064244
spill	run	-0.1725893832586576
dentist	teeth	4.286865906431732
trust	pleasure	0.6229524768143961
novice	experience	2.1926683568108327
wonderful	good	1.587003113731395
frog	tadpole	6.2304956992171725
politician	destroy	-1.6977390686563858
piercing	sharp	2.5354936583499894
pretzel	salty	x
spider	insect	4.748153298385883
pleasant	enjoyable	3.8722431413293616
coffee	cafe	3.9012392796972257
music	invention	-0.199075138510885
arrogant	money	0.5142084335234854
song	note	-0.6527048762032438
fresco	painting	3.7476486980131103
monument	venerate	x
unnecessary	prerequisites	x
fiery	flagrant	x
waiver	safe	x
obdurate	cooperative	x
betray	trust	5.043412183293592
woman	engender	1.4797752131301602
turbulent	violence	1.276623510326096
dissertation	plagiarized	5.0798762488987865
territorial	terrestrial	x
installment	serial	3.1038199562576168
masquerade	party	1.1856207450438974
headmaster	principled	x
directory	telephone	2.9576399307234085
elevation	pinnacle	-0.16414232631597764
hindsight	perfect	x
homage	copy	0.9017817162922416
leaf	autumnal	3.4032330850881487
autonomous	free	1.5075364180020152
inkling	pen	x
latent	manifestation	1.9953858184029507
stringent	solid	x
dishevel	destroy	x
symbolic	metaphor	2.208336183775803
treaty	war	2.0228623731453204
patron	sexist	x
rural	suburban	4.508749448220957
termite	wood	3.765753494977194
atheist	faith	3.1785858107735305
hazardous	dangerous	3.5855713926251283
frame	painting	0.9865966665274905
tractor	pulled	2.7656453515177595
boorish	propriety	x
predator	ecosystem	4.821650614267534
usury	interested	x
abstain	indulge	x
capricious	restrained	x
asphyxiation	choking	7.710914106507719
tournament	stadium	0.9004147341961056
measurement	weigh	1.2190840232576208
lava	molten	5.092752266629731
koala	marsupial	8.3386005378055
idyllic	dreams	0.8616016576201352
beneficent	upset	x
legitimacy	scam	2.7297846654515303
unique	unprecedented	1.6470538941506614
vivacious	health	x
picnic	basket	2.512055393815573
celebrity	questionnaire	x
narcissist	egocentric	x
teenager	neonatal	x
humorous	amusing	3.378588596038333
padded	resume	3.755911340930112
simplicity	complex	1.3220686754915831
procure	valuable	1.1250414203975558
stigmatize	criticize	x
whimsical	capricious	6.4688713356616905
conjecture	supposed	1.1235478004648327
evil	courtesan	1.1953160710820792
ornament	tree	2.412773755138611
cheap	inexpensive	2.956353325336404
heretic	blaspheme	x
dance	polka	4.141352940525136
smoke	burn	2.5676888102799817
mawkish	stoic	x
ostracism	society	2.8440739869363147
libertine	freedom	1.5255434745832137
choreography	dance	4.237374527605722
ironic	metallic	x
elucidate	clarify	3.8246208898585565
penetrate	impermeable	3.657371585125391
swallow	migratory	2.8649000873831523
cancer	tumors	4.820305565481052
complain	ravenous	x
corpulent	thin	x
concertina	instrument	4.523881903748529
lovable	annoying	x
tentative	agenda	x
elucidate	clarify	3.8246208898585565
shower	water	1.987512837294532
car	garage	3.3511665452223234
quiet	secret	0.7554157296493847
weak	strength	2.192129852322404
boat	swim	2.894223091997596
cup	drink	2.879570843280708
cow	milk	6.505232599079148
huge	big	1.1638476821697816
tired	energy	-0.2496254116879576
silent	noisy	1.4244993841669529
fun	cool	2.0789942223138462
terrible	bad	2.127323116606325
necklace	neck	4.767329466275347
crazy	smart	2.033386013757739
boot	hand	0.04180848990384842
kitten	cat	5.073013513491446
water	wet	2.0853114640031007
sad	emotion	2.510385082027741
knife	cut	3.525912987576136
computer	talk	-0.3013283676728979
lettuce	sandwich	5.5495071178557085
bag	wallet	4.405495823149486
water	cold	1.756147374676331
nice	good	1.9977577425677036
doctor	heal	2.3776040740269693
serious	humor	1.4540798587932109
right	wrong	3.95278650272487
laugh	cry	6.8130868728859175
hands	cry	0.7687295726300111
air	water	2.18706511716202
horse	ride	3.0554425228176645
ugly	pretty	3.893299140459249
sausage	vegetable	2.2662069320838927
lemon	fruit	3.851121000954039
cold	temperature	2.9515680498083525
bus	run	2.567960129893028
driver	ship	-2.8600157222704925
gray	black	3.6431267741520097
checkers	basketball	x
play	learn	0.3928440410428399
pear	fruit	4.546760260850232
cows	city	-1.7790632976702208
scary	bad	0.45250704142521203
fast	quick	2.4022976345098863
apartment	locate	0.9333630521435436
teacher	good	-0.2086333324603065
teacher	learn	0.7230775069882657
shiny	bright	4.079668173427844
animal	horse	1.8993402776972852
finger	hand	4.243658681879774
sad	happy	4.287548139443847
string	guitar	3.180966499000062
money	rich	0.8713923858639686
young	old	2.216114946017726
guilty	wrong	0.4987210268632137
intelligent	belief	0.6879068037067133
straw	drink	3.20798076265428
game	fun	1.7245229587582032
bus	car	2.1026320163770045
clouds	fly	0.8836208155198741
calculator	think	x
depressed	sad	4.407382674090219
nature	wood	-0.14320706051703022
bad	happy	0.7853811422196791
ready	lazy	0.08769329406125652
smart	sense	1.138748524832166
lawyer	computer	-1.4143990814331582
brick	house	2.7523768789508485
fire	water	1.3911003326215374
car	fast	1.2901924115153658
camera	take	1.4752940691393654
faucet	sink	5.648881216973479
silver	metal	2.0529132642820884
crazy	unhealthy	x
ring	beautiful	-0.5765346618808807
letter	communicate	0.16100065478928854
basketball	fun	0.1579283238471044
peaceful	bored	x
arms	legs	5.134585184547619
movie	entertain	0.4914424356151244
food	beverage	5.5699238297954174
hard	nice	0.37579525255481305
bald	hair	3.946701108165632
fish	shark	4.166648043431252
thermometer	temperature	5.58037547057991
dog	friendly	1.2010498505589082
scared	angry	4.133118063219397
scared	courage	1.156806892306862
devastated	disappointed	1.1726332000865114
shoe	pants	2.6562384246083184
hair	comb	4.384813576173686
light	height	-0.0849085593814531
winter	season	1.9357712410137329
traffic	heavy	1.8359277953438211
boring	exciting	3.6189709973014534
shovel	dig	6.274574170645909
drain	sink	3.4480654846942813
building	height	1.5424575300369543
November	December	3.681511411892776
weather	clouds	3.28032419894078
queen	monarch	2.675565199612208
outstanding	impressive	0.8882700485524194
clock	digital	1.6908767994540503
van	automobile	0.3705543322984552
valid	illegitimate	x
ignore	oversee	x
vivacious	intensity	x
burial	death	0.9676366708551236
guard	protect	2.5915374920455037
ketchup	hotdog	7.71478932244089
dictionary	words	4.304504829895
reporter	biased	1.4657665410916068
hear	listen	2.720415222479523
passport	document	4.186345374885569
evaluation	title	-2.007312783781457
kind	benevolent	3.266045597919585
factual	opinion	2.66391483220555
use	employ	0.3167528643529489
courtship	marriage	4.990067195913582
sentry	guard	5.32926152379592
friend	imaginary	0.733719549570482
allowed	forbidden	1.3510619343883636
street	neighborhoods	2.1797001883079825
action	event	0.3758525424591862
fabulous	drab	x
spouse	marriage	3.085889797169591
fork	dice	x
opinion	factual	2.326915708002874
car	garage	3.3511665452223234
immobile	move	1.2792323551129798
comfort	pleasure	3.0750126630199452
folktale	traditional	0.6042453813413706
anchor	aircraft	-1.0021283344460803
essay	story	1.3499543994237109
smile	fear	1.022016547890381
statue	memorialize	2.3063836378341844
unusual	weird	2.6667128582986983
rain	precipitation	4.594857774984246
overweight	shape	1.8839313087466267
damage	repair	2.6996044744676597
artist	idealistic	x
bone	skeleton	3.7072136870820978
medicine	disease	2.1532762645216525
hyper	energetic	5.190495655009227
spicy	delicious	4.962489340319134
fever	issue	-0.16769010781230814
calculators	think	x
document	certificate	2.316691830633336
harvest	plant	1.5576645524556587
famous	popularity	-0.456533270570665
theme	song	2.123462373945101
telephone	communication	2.4019947691480925
baffling	confusing	x
peace	harmony	5.043469163931314
ship	wooden	0.8984622988096501
hope	tornado	-0.8430876019287552
limerick	poem	4.929910790136233
challenging	difficult	2.2283398336670284
unskilled	magic	2.319091211703164
priest	evil	0.9039989080638721
ambulance	hospital	4.682429086618416
button	hole	1.6634110997351512
title	ownership	0.7133452316530733
hopeful	optimistic	5.824865992404642
tent	cabin	3.56940247570328
fan	oxygen	-0.7226634809003009
decrepit	strength	x
bank	dollar	1.7178288273105853
ridicule	mock	4.474973029158137
surface	flat	2.2895465225870675
crystal	jewel	2.7538196109603517
parka	sweater	x
newspaper	guide	-0.30847830138572746
timid	bold	3.2558107092151043
grimace	comfort	x
glaze	sauce	3.430393978833416
smooth	jagged	4.168714796824227
love	wonderful	1.3231459560892112
murder	motive	2.825453143281292
angry	outraged	3.8481952264011605
intoxication	alcohol	4.992007227702981
powder	moisten	x
mineral	geology	2.7967639417112364
chilly	freezing	4.914927361373123
Christianity	religion	4.5431754052267
pig	hooves	4.584965999950203
fluent	language	4.446710557296239
decision	idea	-0.17230591952193305
technique	effective	1.918840241436956
revolution	war	1.7247636362766676
amplifier	violin	x
interested	apathetic	1.9799600964013837
benefactor	poor	2.3315023511238464
debate	argument	2.530095616313357
excuse	permit	1.5115921125494864
Thanksgiving	turkey	5.824979374646853
saintly	holiness	x
kidney	body	1.2972478728679004
teacher	professor	2.720654334304029
nurse	operate	0.06984858254620073
jingoist	nationalistic	x
dubious	discussion	1.1427466812947524
slaughterhouse	meat	5.634847289533139
wary	trust	2.9866255207197856
tournament	judges	-0.5431899203313284
peripatetic	mobile	x
compassion	virtue	2.0587210428788065
linguistics	language	3.7981640959205736
righteous	judgment	3.5940876727340307
tenacity	determination	5.774241834183062
reputable	shady	x
convulsion	shudder	x
nebulous	distinct	1.6951636998693391
recluse	friendly	x
objective	task	1.0957829473461624
ravenous	hungry	4.125571038165414
stone	lithograph	1.1650886987015572
marsupial	kangaroo	7.418230376825199
voluble	fluency	x
palisade	resort	x
masterpiece	create	-2.171678348720208
modicum	abundance	x
rant	soliloquy	x
garrison	garrulous	x
hypotenuse	triangle	7.992330600891386
treachery	forgiveness	2.2402500315858944
unbecoming	improper	4.545946970015401
manufacturer	production	1.5119704933082316
punishment	penance	3.360179596146056
scholarly	erudite	4.330611498623837
crustacean	swim	1.1121899143807672
tree	deciduous	3.7214165777777217
commission	wage	0.7667333161790338
troupe	theaters	1.1848082796132622
word	lexicon	3.659500522065352
humanitarian	mortal	x
clandestine	overt	4.595150791723696
inebriated	sobriety	5.938813383763684
vapid	liveliness	x
rivulet	powerful	x
homophone	definition	1.9527554338826882
ascetic	frugal	4.623251979149076
witness	judgmental	x
fallacy	lie	2.1903373376494817
astute	clever	4.565050732439376
apprehensive	doubt	x
circumspect	attention	x
venerate	desecrate	x
anthology	passages	2.3773554569048443
concubine	spouse	3.73378891562042
teacher	tenured	2.644265910514645
condiment	eat	x
domineering	power	0.3535516331258079
fanatical	enthusiastic	x
examination	accusation	x
profanity	censored	6.27501766339087
ruined	annihilated	x
dichotomy	division	0.9098945437464168
appendage	body	2.7722125307013767
infertile	family	-0.9824267476853424
lummox	grace	x
predicament	solve	1.826074719881489
putsch	government	2.9839776882172604
conspiracy	successful	-0.32078556726555885
prescient	correct	x
caustic	relaxing	x
chef	entree	x
ethereal	concrete	x
precocious	direction	x
feline	cat	5.259671640575117
bigot	prejudiced	8.293069592675588
beautician	paint	x
performance	stellar	1.4762001807726854
coveted	desired	1.8760291818622796
preeminent	important	0.13776866519538294
fornication	marriage	3.8545227877479933
vicious	wrath	1.3486912075136184
revision	edition	2.9531404318585506
nod	acquiescence	x
deal	hustle	x
precinct	city	1.9748337288934856
candidate	deprecate	x
omniscient	omnipotent	10.263235014654688
alacrity	clarity	x
prince	opulent	1.3426883502612557
irritating	pleasing	x
vibration	perception	x
chord	music	1.21670218869061
sequoia	longevity	6.203958203822894
prophet	rogue	x
humorous	wit	3.049589126504164
claustrophobia	closets	x
hero	folksy	x
revere	denigrate	x
continent	nation	1.6631423403698131
decathlon	competition	2.9905106910439505
theologian	cancer	-1.7740858848355812
retain	burst	-0.19546236483228172
landscape	surround	-1.2764451602098472
bureaucracy	administration	2.6443685698423245
chef	fat	1.488351368329646
refrigerator	cool	3.609024021309738
mystery	boring	x
mother	daughter	3.462293635180992
shy	timid	6.939910288655429
boat	mountain	-0.24312877480746425
unpopular	wealth	-1.2126452793228155
success	failure	3.1955922480446266
magic	children	0.02776025953396323
ketchup	condiment	7.433064124500505
lawyer	mercy	-0.7834114216470202
wave	water	1.0642477394904144
king	royal	3.225446256268815
victory	defeat	3.0206574314156898
core	apple	1.2530934403638632
hill	mountain	3.4038110282483514
leather	cows	1.5548971792708577
minnow	fish	4.860222076158768
television	watch	1.2453591007836968
building	house	1.9257889051515336
lens	microscope	4.830351227956009
maid	chores	3.903876725088107
impossible	easy	-0.20836714299243894
clean	filthy	3.30175380569857
sin	immoral	2.3233730809642377
mask	face	3.8031914001789167
salt	food	1.596112961422144
idea	true	0.8794096885342348
prestigious	honor	2.5008294679281264
athlete	thin	x
meat	fried	4.494900660167435
map	navigate	3.2647054995133957
fish	ocean	2.382426224224499
guitar	music	1.1613239022001445
sleeve	shirt	4.8342936166776935
hurry	delay	x
cow	field	0.30911687283771805
pill	doctor	0.9634674080041254
upset	sadness	0.23809029988237465
possible	easy	0.262202312862203
stove	bake	x
demon	evil	3.4226658203394007
animal	dog	2.377049543635899
library	books	3.540474534520392
referee	team	1.0004290331000905
bathtub	gallons	3.182317187855765
obvious	clear	1.2508132655215232
brilliant	ideas	1.0747351464845611
praise	enjoy	-1.5546981831492417
blade	knife	4.9849865016817185
prisoner	freedom	1.12885353006722
preacher	cook	1.7463205918105191
gun	bullets	3.9205693381471254
necklace	silver	2.546967547443065
beautiful	ugly	4.327473898849826
obvious	mysterious	-0.2505986866594129
language	book	0.15895049452506738
unity	division	1.2375793041515797
silly	thought	0.5860852259817592
jet	airplane	2.7466960687758943
queen	fortress	0.8838105092735901
bomb	destroy	3.3487259285277453
nomad	home	0.0075168320423703704
new	strange	0.16270629448378662
carelessness	mistakes	4.723040074308033
tree	free	-0.8076964255750572
overweight	skinny	5.032714403591275
father	brother	2.9716822886780982
march	belief	-1.4276925093471249
baseball	basketball	4.766111901245698
bracelet	stylish	x
disabled	worth	-1.4277442915462557
moral	story	2.0600538800111288
wrench	tool	5.007278761287046
librarian	bookstore	3.306160092853577
strange	weird	4.878248844317709
soup	drink	2.0238001251553257
heart	love	1.8856109734750188
neutral	prejudice	x
unwanted	discarded	4.027858643238671
fire	heat	1.707363340016515
easy	simple	1.9474322093501744
beach	shore	3.242231002685146
sunset	early	-0.11707158140147962
head	face	1.606504537064244
spill	run	-0.1725893832586576
