motivation	dedication	-1.382901305504317
armor	body	-1.6386460234134814
bacon	fruit	-1.4208790434717775
fool	wisdom	-0.913271899429002
blizzard	snow	1.195123380634779
teacher	ordinary	-5.260336959284208
life	birth	-2.274089657766067
supermarket	office	-0.8346415371660091
sport	football	-0.3788846996533573
paper	rocks	-4.764961504921698
tiger	lion	0.9852867745794472
movie	persuade	-4.329992000738201
letter	alphabet	0.6957541548814584
picture	frame	-2.051720826353544
librarian	books	-1.2527801111717307
tall	honest	-3.900626833435052
friendly	popular	-3.0345456913037547
husband	rich	-3.5442362670313323
ring	wrist	-3.4508164215990185
gasoline	fuel	1.0921704188621
villain	evil	-0.9105027705597442
invisible	sight	-2.1022520964427738
spy	friendly	-3.6252596521839
gas	cheap	-3.2743400031968224
cup	pour	-2.536209118258256
cereal	pancake	-0.8683792248595529
ruler	speed	x
tail	human	-4.310320023610431
steal	take	-2.4979364044788244
pearl	clam	-0.12783472413620242
song	music	-0.9830440460375636
enslaved	freedom	-0.8391132704140919
likely	incredible	-5.79659828949939
car	run	-1.9229912471797057
cat	lazy	-3.135879012090788
mountain	volcano	-1.3986764894430488
butcher	meat	0.6837628268514768
judge	jury	0.6064768198567747
pound	ounces	0.8454065037018755
secret	hidden	-0.41185741272580734
employed	money	-4.298607691345673
worship	admire	-3.460306350293544
microphone	radio	-1.1301364955185542
man	feelings	-3.3982234254842534
nurse	smoke	x
chain	links	-2.359626261172851
phone	broken	-3.3242015650857986
successful	rich	-3.880343955268077
polite	common	-3.2426514109838007
happiness	religion	-3.0271718033284336
family	tradition	-2.3248932886736142
selfish	friends	-2.2116741793585435
program	computer	-2.0956349852000584
dad	business	-2.0008591316972466
parade	walk	-2.145483395089117
computer	fire	-4.318003430287684
funny	important	-3.5494402441780086
laughter	jokes	-0.5214383786805238
car	safe	-3.7554008538444696
strong	forceful	-2.8079366292017567
salad	cake	-0.451542030426754
fruit	apple	-0.10822265265059806
party	house	-2.3074205048254197
school	strict	-3.61108635049422
unemployed	hope	-5.04825570646971
roof	house	-0.891010625862701
friend	enemy	-2.312166380009137
artist	studio	-0.9036028542946284
uncomfortable	painful	-0.00033347315766006
animal	bear	-2.1967627655690802
truck	transport	-1.419780944679869
gullible	truth	-1.7472853792989298
animated	happy	-6.160397077854194
mother	children	-1.1595728626600237
pretty	sour	x
school	classroom	-1.8712370801436424
literature	fancy	-4.969725512510212
buckle	belt	1.4055387101027477
exercise	sweat	-3.011118957256728
chef	vegetables	-3.2073154787345195
rain	snow	1.6572209516967926
worker	employment	-1.8127010577675269
distant	far	-1.9032953481867048
bull	cow	0.2592723896522116
mother	teach	-3.6393563873812425
traditional	old	-3.225785894157028
man	violent	-3.394365187689287
diamond	stone	-1.7003567806950248
bitter	delicious	-4.412211987185617
medicine	church	-4.390428282145696
friendship	person	-3.2986992727041966
disappointed	stress	x
tea	cup	-1.2123358396880426
fresco	painting	-0.011595368223971043
monument	venerate	x
unnecessary	prerequisites	x
fiery	flagrant	x
waiver	safe	x
obdurate	cooperative	x
betray	trust	0.8144311575938575
woman	engender	-4.789077357817362
turbulent	violence	-2.5299552725707595
dissertation	plagiarized	-1.1070719467645214
territorial	terrestrial	x
installment	serial	-1.2688794571635604
masquerade	party	-2.082806798503894
headmaster	principled	x
directory	telephone	-1.2663068495040748
elevation	pinnacle	-5.706189121052537
hindsight	perfect	x
homage	copy	-3.3123555039351973
leaf	autumnal	-3.0862098104712
autonomous	free	-1.7427987679062755
inkling	pen	x
latent	manifestation	-3.3206268355730426
stringent	solid	x
dishevel	destroy	x
symbolic	metaphor	-2.71565118769467
treaty	war	-1.0653465235532809
patron	sexist	x
rural	suburban	-0.005315409953851724
termite	wood	-0.10483311414688604
atheist	faith	-0.8091897964981692
hazardous	dangerous	-0.5051872812358821
frame	painting	-2.772647399709591
tractor	pulled	-1.5185502989570148
boorish	propriety	x
predator	ecosystem	0.022943483523710576
usury	interested	x
abstain	indulge	x
capricious	restrained	x
asphyxiation	choking	1.9595134511597767
tournament	stadium	-3.100613836775857
measurement	weigh	-3.7507259076260384
lava	molten	-0.1822544117114349
koala	marsupial	2.2133443248308806
idyllic	dreams	-3.6021459446720705
beneficent	upset	x
legitimacy	scam	-2.7643031972051735
unique	unprecedented	-3.0972529236840938
vivacious	health	x
picnic	basket	-2.4923381591021347
celebrity	questionnaire	x
narcissist	egocentric	x
teenager	neonatal	x
humorous	amusing	-1.9666081298727685
padded	resume	-0.9844378264199676
simplicity	complex	-2.213685195208337
procure	valuable	-3.1168206703847536
stigmatize	criticize	x
whimsical	capricious	0.5403566325569308
conjecture	supposed	-3.0726004765088337
evil	courtesan	-4.797423146394385
ornament	tree	-1.3593061093029055
cheap	inexpensive	-1.953141272002876
heretic	blaspheme	x
dance	polka	-1.6302132361442978
smoke	burn	-1.9630567770350744
mawkish	stoic	x
ostracism	society	-0.591741167207099
libertine	freedom	-2.2524206298777134
choreography	dance	0.6360518095971691
ironic	metallic	x
elucidate	clarify	-1.3943011208608582
penetrate	impermeable	-2.4206460840726347
swallow	migratory	-2.2722833401286118
cancer	tumors	-0.3209113387113302
complain	ravenous	x
corpulent	thin	x
concertina	instrument	0.4825604348314374
lovable	annoying	x
tentative	agenda	x
elucidate	clarify	-1.3943011208608582
shower	water	-0.8826892869742374
car	garage	-1.1914328444418922
quiet	secret	-3.1493596063388014
weak	strength	-1.60770962376723
boat	swim	-1.8114940936823536
cup	drink	-1.2904765527549054
cow	milk	2.3469397179753484
huge	big	-2.5699980703466614
tired	energy	-3.639527974556048
silent	noisy	-3.7741365036481516
fun	cool	-2.2955657445161735
terrible	bad	-1.7689199823017776
necklace	neck	0.6119736855551431
crazy	smart	-2.731068857512186
boot	hand	-3.4553840962543303
kitten	cat	0.6268076601593654
water	wet	-2.2225816578102062
sad	emotion	-2.1435117243425954
knife	cut	-0.04551410906081328
computer	talk	-4.284796363290358
lettuce	sandwich	0.3715401418536849
bag	wallet	-1.292096932117912
water	cold	-2.1885677761508457
nice	good	-1.207679973026952
doctor	heal	-2.4554904504118786
serious	humor	-2.905587427529732
right	wrong	-0.2403601408256163
laugh	cry	1.8600516618462342
hands	cry	-4.184305638409674
air	water	-0.6831370071067495
horse	ride	-1.1380225570306488
ugly	pretty	-0.7417625942048803
sausage	vegetable	-2.3463708181427316
lemon	fruit	-0.1952610416362295
cold	temperature	-0.8672531653525046
bus	run	-0.5762516065655389
driver	ship	-6.276737930648947
gray	black	0.41761528822518384
checkers	basketball	x
play	learn	-3.483393062815185
pear	fruit	0.500378218259963
cows	city	-4.569847225941922
scary	bad	-3.4437360574828904
fast	quick	-1.9251264238879349
apartment	locate	-3.6290065997395913
teacher	good	-3.414071048054962
teacher	learn	-3.153159596869759
shiny	bright	-0.1874114073752152
animal	horse	-1.9756056984627888
finger	hand	0.7464660957215963
sad	happy	0.00023111461217726343
string	guitar	-0.4638010131615234
money	rich	-3.039641816163205
young	old	-0.9322924399931732
guilty	wrong	-3.6944256166872727
intelligent	belief	-3.446781431993885
straw	drink	-0.962066633381333
game	fun	-2.5576142335990197
bus	car	-1.2493178907087858
clouds	fly	-3.156192955106784
calculator	think	x
depressed	sad	-0.5136239074928051
nature	wood	-4.013793669641109
bad	happy	-3.50193588261199
ready	lazy	-5.21174453671395
smart	sense	-2.6076978689854373
lawyer	computer	-4.9236012894195005
brick	house	-0.3442455953887121
fire	water	-1.4791017916472318
car	fast	-2.625116808792858
camera	take	-1.5079912196678809
faucet	sink	0.8563803299831363
silver	metal	-1.531083195872711
crazy	unhealthy	x
ring	beautiful	-4.56415220759869
letter	communicate	-4.171553958377348
basketball	fun	-4.124208868510118
peaceful	bored	x
arms	legs	1.0973953712239193
movie	entertain	-4.553890149105194
food	beverage	0.6846499835288506
hard	nice	-4.502396421162318
bald	hair	0.06871048241035367
fish	shark	-0.663445743515635
thermometer	temperature	1.7615542554190526
dog	friendly	-2.9240124622506265
scared	angry	-0.4476525697230194
scared	courage	-3.415374715732118
devastated	disappointed	-3.799446042049971
shoe	pants	-2.261070888627001
hair	comb	-1.1005257060601017
light	height	-3.983120014573617
winter	season	-0.8904340347145114
traffic	heavy	-1.6630844476893265
boring	exciting	-1.052193733822456
shovel	dig	1.295719871138288
drain	sink	-1.344435402296061
building	height	-2.355753925155209
November	December	0.5745984475609824
weather	clouds	-1.4761217418706956
queen	monarch	-2.0860510087944144
outstanding	impressive	-3.5085595553257583
clock	digital	-2.050662240718653
van	automobile	-4.103575904847114
valid	illegitimate	x
ignore	oversee	x
vivacious	intensity	x
burial	death	-1.9436640084078685
guard	protect	-1.093396936613991
ketchup	hotdog	0.6797207494796523
dictionary	words	0.6866547567262179
reporter	biased	-3.7274032628680898
hear	listen	-1.8219452009304409
passport	document	0.016789400708642106
evaluation	title	-5.151713041274056
kind	benevolent	-2.1511577766611643
factual	opinion	-1.4651223427527162
use	employ	-4.2774428452797695
courtship	marriage	1.4002380070099951
sentry	guard	1.191683918076922
friend	imaginary	-4.281453277734393
allowed	forbidden	-3.29916727733285
street	neighborhoods	-2.426981098060496
action	event	-2.9199903682121118
fabulous	drab	x
spouse	marriage	-0.503939391733996
fork	dice	x
opinion	factual	-2.8209449789965113
car	garage	-1.1914328444418922
immobile	move	-2.110086583658595
comfort	pleasure	-1.4625031637022354
folktale	traditional	-2.7518127964782693
anchor	aircraft	-4.343750635486506
essay	story	-1.9678965589976491
smile	fear	-2.9982442722573883
statue	memorialize	-4.050980883344068
unusual	weird	-2.6337113712342908
rain	precipitation	-0.1844872058475524
overweight	shape	-1.906775801680474
damage	repair	-1.4207217333716349
artist	idealistic	x
bone	skeleton	-1.2332171081579046
medicine	disease	-1.5681623783860261
hyper	energetic	0.3214772909288858
spicy	delicious	-0.5810188697578722
fever	issue	-3.7433208297036917
calculators	think	x
document	certificate	-2.2219103475318547
harvest	plant	-1.9285646565187584
famous	popularity	-4.380108320074986
theme	song	-0.9576270997164541
telephone	communication	-1.4142618311668276
baffling	confusing	x
peace	harmony	0.5466732339198384
ship	wooden	-3.1608925047314624
hope	tornado	-5.723002777097938
limerick	poem	0.7555459035621295
challenging	difficult	-1.3704843351702214
unskilled	magic	-1.785176976078414
priest	evil	-3.09819281813222
ambulance	hospital	0.92683988696468
button	hole	-2.626286501569887
title	ownership	-3.357818763222053
hopeful	optimistic	0.5765769897357507
tent	cabin	-0.9909283046434102
fan	oxygen	-4.933091535621456
decrepit	strength	x
bank	dollar	-2.871240351544768
ridicule	mock	-0.5821354621802478
surface	flat	-1.6936596811821931
crystal	jewel	-2.6118756600333337
parka	sweater	x
newspaper	guide	-4.524828023153441
timid	bold	-1.2736656300446492
grimace	comfort	x
glaze	sauce	-1.4097240582491184
smooth	jagged	-1.5728838727572887
love	wonderful	-3.5619171198085486
murder	motive	-2.276257868130481
angry	outraged	-1.5992144212955408
intoxication	alcohol	0.8788883961028644
powder	moisten	x
mineral	geology	-1.9574151690000128
chilly	freezing	0.0881342959479921
Christianity	religion	0.8746809080691798
pig	hooves	-1.1806213139139177
fluent	language	1.2590618969171858
decision	idea	-3.9338286210669415
technique	effective	-1.8527059005400683
revolution	war	-1.3634452604219334
amplifier	violin	x
interested	apathetic	-4.148311976467153
benefactor	poor	-1.1883295747095644
debate	argument	-1.8180362801205727
excuse	permit	-2.8605299178430563
Thanksgiving	turkey	0.5606342426578539
saintly	holiness	x
kidney	body	-1.90897475362306
teacher	professor	-1.259267760165579
nurse	operate	-3.774973397808419
jingoist	nationalistic	x
dubious	discussion	-3.039380564242286
slaughterhouse	meat	1.466163064955038
wary	trust	-1.2423555049799484
tournament	judges	-4.744524448735286
peripatetic	mobile	x
compassion	virtue	-2.561497440741594
linguistics	language	0.6105154355415204
righteous	judgment	-0.9206730797771896
tenacity	determination	1.1940982543645149
reputable	shady	x
convulsion	shudder	x
nebulous	distinct	-2.3151200583503093
recluse	friendly	x
objective	task	-2.984236993624652
ravenous	hungry	-0.98557700980003
stone	lithograph	-4.997541644990903
marsupial	kangaroo	1.7671590498983858
voluble	fluency	x
palisade	resort	x
masterpiece	create	-5.495741124455776
modicum	abundance	x
rant	soliloquy	x
garrison	garrulous	x
hypotenuse	triangle	3.234806345999555
treachery	forgiveness	-2.8207088888972867
unbecoming	improper	-0.5518656228237989
manufacturer	production	-1.5948327926363992
punishment	penance	-2.1452661371770225
scholarly	erudite	-1.6915422792550272
crustacean	swim	-3.5935272712991826
tree	deciduous	-1.4669041868338355
commission	wage	-3.873617867956482
troupe	theaters	-3.436664567760865
word	lexicon	-1.9283252448660704
humanitarian	mortal	x
clandestine	overt	-0.7739619176017226
inebriated	sobriety	0.0566525196816976
vapid	liveliness	x
rivulet	powerful	x
homophone	definition	-2.2478295820109824
ascetic	frugal	-1.4771781322949626
witness	judgmental	x
fallacy	lie	-2.227909691818449
astute	clever	-0.4506235003622016
apprehensive	doubt	x
circumspect	attention	x
venerate	desecrate	x
anthology	passages	-2.3665782389414542
concubine	spouse	-1.322222523295739
teacher	tenured	-3.376127202172378
condiment	eat	x
domineering	power	-2.6162807178907617
fanatical	enthusiastic	x
examination	accusation	x
profanity	censored	0.9923104590836318
ruined	annihilated	x
dichotomy	division	-2.686546452331782
appendage	body	-0.4340100957895837
infertile	family	-3.708142557067297
lummox	grace	x
predicament	solve	-2.4728349525849715
putsch	government	0.09532026076280732
conspiracy	successful	-3.711267280663871
prescient	correct	x
caustic	relaxing	x
chef	entree	x
ethereal	concrete	x
precocious	direction	x
feline	cat	0.8134657872430359
bigot	prejudiced	2.3037785725547786
beautician	paint	x
performance	stellar	-3.5455535494208745
coveted	desired	-2.417614774072301
preeminent	important	-3.0236527643172484
fornication	marriage	0.26469359884440724
vicious	wrath	-3.924575695816295
revision	edition	-0.9243845094924544
nod	acquiescence	x
deal	hustle	x
precinct	city	-0.8159501993782164
candidate	deprecate	x
omniscient	omnipotent	4.2185630327059975
alacrity	clarity	x
prince	opulent	-4.530881933096988
irritating	pleasing	x
vibration	perception	x
chord	music	-1.4871203023462298
sequoia	longevity	1.092101249295933
prophet	rogue	x
humorous	wit	-1.9457683686284788
claustrophobia	closets	x
hero	folksy	x
revere	denigrate	x
continent	nation	-2.010358058390096
decathlon	competition	-0.3806857536456935
theologian	cancer	-5.589852584988831
retain	burst	-4.987392027371401
landscape	surround	-6.1425752051573275
bureaucracy	administration	-1.0747991606928315
chef	fat	-3.0111633830101963
refrigerator	cool	-0.7655359455202804
mystery	boring	x
mother	daughter	0.024852541095755947
shy	timid	1.2260623253900729
boat	mountain	-4.071471051701265
unpopular	wealth	-5.331040644413563
success	failure	-0.6418930620440363
magic	children	-2.869425723256775
ketchup	condiment	1.4699282835043872
lawyer	mercy	-5.761479011097785
wave	water	-1.8059543847783548
king	royal	-0.699375692163344
victory	defeat	-0.7490122626672105
core	apple	-3.5644705948870654
hill	mountain	-0.4245312486454498
leather	cows	-3.436773750337652
minnow	fish	1.158139326676639
television	watch	-2.8115421758935857
building	house	-1.1708335691880267
lens	microscope	-0.38683331498109297
maid	chores	-1.6312484960929927
impossible	easy	-4.21386051090355
clean	filthy	-2.5424324595322827
sin	immoral	-2.9535524453544486
mask	face	0.2621498986512967
salt	food	-1.7254474514706124
idea	true	-2.758288304305902
prestigious	honor	-1.4363826840772131
athlete	thin	x
meat	fried	-0.5329100441238959
map	navigate	-1.6523510181407737
fish	ocean	-1.824874265725848
guitar	music	-1.5424985888366958
sleeve	shirt	0.2366952548570267
hurry	delay	x
cow	field	-2.839683523066061
pill	doctor	-3.247946410843672
upset	sadness	-4.925142912171948
possible	easy	-3.743291055048908
stove	bake	x
demon	evil	-0.5795259058566914
animal	dog	-1.6653488525266582
library	books	0.21441479783430795
referee	team	-1.6930362295468888
bathtub	gallons	-2.055622280785676
obvious	clear	-2.4483581683094178
brilliant	ideas	-2.7223446052127107
praise	enjoy	-5.7937696755193855
blade	knife	0.3658043306755885
prisoner	freedom	-2.6491105743937067
preacher	cook	-3.0634288022041503
gun	bullets	-0.8984082414297883
necklace	silver	-1.1605016253943101
beautiful	ugly	-0.8175040253561416
obvious	mysterious	-4.653959066276519
language	book	-2.9940107444731003
unity	division	-2.358861691926619
silly	thought	-2.9059189097254783
jet	airplane	-2.0380388432816336
queen	fortress	-3.652029980923535
bomb	destroy	-0.6449702777753802
nomad	home	-2.8196026315920184
new	strange	-4.304596306147667
carelessness	mistakes	-0.05463284213190246
tree	free	-4.058031611483348
overweight	skinny	-0.7208427860708521
father	brother	-0.5397589884419461
march	belief	-5.562380745047723
baseball	basketball	1.2340621988997271
bracelet	stylish	x
disabled	worth	-5.4489267948836195
moral	story	-1.2577970784102317
wrench	tool	0.8352973956110458
librarian	bookstore	-2.014167432357289
strange	weird	-0.42217538521528003
soup	drink	-2.146247270880288
heart	love	-1.498923724056386
neutral	prejudice	x
unwanted	discarded	-0.8815437632776367
fire	heat	-2.1231882406545592
easy	simple	-1.7854993399526753
beach	shore	-0.9346062002433452
sunset	early	-2.8784889708714454
head	face	-1.934536964463376
spill	run	-3.3168011197172236
dentist	teeth	-0.052672994383874135
trust	pleasure	-3.914563349907784
novice	experience	-1.2655413342846624
wonderful	good	-1.6184346018632607
frog	tadpole	-0.00943609232162405
politician	destroy	-5.691435274959511
piercing	sharp	-1.8004271980439426
pretzel	salty	x
spider	insect	0.08763220737510716
pleasant	enjoyable	-1.2659735298182495
coffee	cafe	-1.0970020083606422
music	invention	-4.757862771354313
arrogant	money	-2.7942912025592452
song	note	-3.915893711811118
fresco	painting	-0.011595368223971043
monument	venerate	x
unnecessary	prerequisites	x
fiery	flagrant	x
waiver	safe	x
obdurate	cooperative	x
betray	trust	0.8144311575938575
woman	engender	-4.789077357817362
turbulent	violence	-2.5299552725707595
dissertation	plagiarized	-1.1070719467645214
territorial	terrestrial	x
installment	serial	-1.2688794571635604
masquerade	party	-2.082806798503894
headmaster	principled	x
directory	telephone	-1.2663068495040748
elevation	pinnacle	-5.706189121052537
hindsight	perfect	x
homage	copy	-3.3123555039351973
leaf	autumnal	-3.0862098104712
autonomous	free	-1.7427987679062755
inkling	pen	x
latent	manifestation	-3.3206268355730426
stringent	solid	x
dishevel	destroy	x
symbolic	metaphor	-2.71565118769467
treaty	war	-1.0653465235532809
patron	sexist	x
rural	suburban	-0.005315409953851724
termite	wood	-0.10483311414688604
atheist	faith	-0.8091897964981692
hazardous	dangerous	-0.5051872812358821
frame	painting	-2.772647399709591
tractor	pulled	-1.5185502989570148
boorish	propriety	x
predator	ecosystem	0.022943483523710576
usury	interested	x
abstain	indulge	x
capricious	restrained	x
asphyxiation	choking	1.9595134511597767
tournament	stadium	-3.100613836775857
measurement	weigh	-3.7507259076260384
lava	molten	-0.1822544117114349
koala	marsupial	2.2133443248308806
idyllic	dreams	-3.6021459446720705
beneficent	upset	x
legitimacy	scam	-2.7643031972051735
unique	unprecedented	-3.0972529236840938
vivacious	health	x
picnic	basket	-2.4923381591021347
celebrity	questionnaire	x
narcissist	egocentric	x
teenager	neonatal	x
humorous	amusing	-1.9666081298727685
padded	resume	-0.9844378264199676
simplicity	complex	-2.213685195208337
procure	valuable	-3.1168206703847536
stigmatize	criticize	x
whimsical	capricious	0.5403566325569308
conjecture	supposed	-3.0726004765088337
evil	courtesan	-4.797423146394385
ornament	tree	-1.3593061093029055
cheap	inexpensive	-1.953141272002876
heretic	blaspheme	x
dance	polka	-1.6302132361442978
smoke	burn	-1.9630567770350744
mawkish	stoic	x
ostracism	society	-0.591741167207099
libertine	freedom	-2.2524206298777134
choreography	dance	0.6360518095971691
ironic	metallic	x
elucidate	clarify	-1.3943011208608582
penetrate	impermeable	-2.4206460840726347
swallow	migratory	-2.2722833401286118
cancer	tumors	-0.3209113387113302
complain	ravenous	x
corpulent	thin	x
concertina	instrument	0.4825604348314374
lovable	annoying	x
tentative	agenda	x
elucidate	clarify	-1.3943011208608582
shower	water	-0.8826892869742374
car	garage	-1.1914328444418922
quiet	secret	-3.1493596063388014
weak	strength	-1.60770962376723
boat	swim	-1.8114940936823536
cup	drink	-1.2904765527549054
cow	milk	2.3469397179753484
huge	big	-2.5699980703466614
tired	energy	-3.639527974556048
silent	noisy	-3.7741365036481516
fun	cool	-2.2955657445161735
terrible	bad	-1.7689199823017776
necklace	neck	0.6119736855551431
crazy	smart	-2.731068857512186
boot	hand	-3.4553840962543303
kitten	cat	0.6268076601593654
water	wet	-2.2225816578102062
sad	emotion	-2.1435117243425954
knife	cut	-0.04551410906081328
computer	talk	-4.284796363290358
lettuce	sandwich	0.3715401418536849
bag	wallet	-1.292096932117912
water	cold	-2.1885677761508457
nice	good	-1.207679973026952
doctor	heal	-2.4554904504118786
serious	humor	-2.905587427529732
right	wrong	-0.2403601408256163
laugh	cry	1.8600516618462342
hands	cry	-4.184305638409674
air	water	-0.6831370071067495
horse	ride	-1.1380225570306488
ugly	pretty	-0.7417625942048803
sausage	vegetable	-2.3463708181427316
lemon	fruit	-0.1952610416362295
cold	temperature	-0.8672531653525046
bus	run	-0.5762516065655389
driver	ship	-6.276737930648947
gray	black	0.41761528822518384
checkers	basketball	x
play	learn	-3.483393062815185
pear	fruit	0.500378218259963
cows	city	-4.569847225941922
scary	bad	-3.4437360574828904
fast	quick	-1.9251264238879349
apartment	locate	-3.6290065997395913
teacher	good	-3.414071048054962
teacher	learn	-3.153159596869759
shiny	bright	-0.1874114073752152
animal	horse	-1.9756056984627888
finger	hand	0.7464660957215963
sad	happy	0.00023111461217726343
string	guitar	-0.4638010131615234
money	rich	-3.039641816163205
young	old	-0.9322924399931732
guilty	wrong	-3.6944256166872727
intelligent	belief	-3.446781431993885
straw	drink	-0.962066633381333
game	fun	-2.5576142335990197
bus	car	-1.2493178907087858
clouds	fly	-3.156192955106784
calculator	think	x
depressed	sad	-0.5136239074928051
nature	wood	-4.013793669641109
bad	happy	-3.50193588261199
ready	lazy	-5.21174453671395
smart	sense	-2.6076978689854373
lawyer	computer	-4.9236012894195005
brick	house	-0.3442455953887121
fire	water	-1.4791017916472318
car	fast	-2.625116808792858
camera	take	-1.5079912196678809
faucet	sink	0.8563803299831363
silver	metal	-1.531083195872711
crazy	unhealthy	x
ring	beautiful	-4.56415220759869
letter	communicate	-4.171553958377348
basketball	fun	-4.124208868510118
peaceful	bored	x
arms	legs	1.0973953712239193
movie	entertain	-4.553890149105194
food	beverage	0.6846499835288506
hard	nice	-4.502396421162318
bald	hair	0.06871048241035367
fish	shark	-0.663445743515635
thermometer	temperature	1.7615542554190526
dog	friendly	-2.9240124622506265
scared	angry	-0.4476525697230194
scared	courage	-3.415374715732118
devastated	disappointed	-3.799446042049971
shoe	pants	-2.261070888627001
hair	comb	-1.1005257060601017
light	height	-3.983120014573617
winter	season	-0.8904340347145114
traffic	heavy	-1.6630844476893265
boring	exciting	-1.052193733822456
shovel	dig	1.295719871138288
drain	sink	-1.344435402296061
building	height	-2.355753925155209
November	December	0.5745984475609824
weather	clouds	-1.4761217418706956
queen	monarch	-2.0860510087944144
outstanding	impressive	-3.5085595553257583
clock	digital	-2.050662240718653
van	automobile	-4.103575904847114
valid	illegitimate	x
ignore	oversee	x
vivacious	intensity	x
burial	death	-1.9436640084078685
guard	protect	-1.093396936613991
ketchup	hotdog	0.6797207494796523
dictionary	words	0.6866547567262179
reporter	biased	-3.7274032628680898
hear	listen	-1.8219452009304409
passport	document	0.016789400708642106
evaluation	title	-5.151713041274056
kind	benevolent	-2.1511577766611643
factual	opinion	-1.4651223427527162
use	employ	-4.2774428452797695
courtship	marriage	1.4002380070099951
sentry	guard	1.191683918076922
friend	imaginary	-4.281453277734393
allowed	forbidden	-3.29916727733285
street	neighborhoods	-2.426981098060496
action	event	-2.9199903682121118
fabulous	drab	x
spouse	marriage	-0.503939391733996
fork	dice	x
opinion	factual	-2.8209449789965113
car	garage	-1.1914328444418922
immobile	move	-2.110086583658595
comfort	pleasure	-1.4625031637022354
folktale	traditional	-2.7518127964782693
anchor	aircraft	-4.343750635486506
essay	story	-1.9678965589976491
smile	fear	-2.9982442722573883
statue	memorialize	-4.050980883344068
unusual	weird	-2.6337113712342908
rain	precipitation	-0.1844872058475524
overweight	shape	-1.906775801680474
damage	repair	-1.4207217333716349
artist	idealistic	x
bone	skeleton	-1.2332171081579046
medicine	disease	-1.5681623783860261
hyper	energetic	0.3214772909288858
spicy	delicious	-0.5810188697578722
fever	issue	-3.7433208297036917
calculators	think	x
document	certificate	-2.2219103475318547
harvest	plant	-1.9285646565187584
famous	popularity	-4.380108320074986
theme	song	-0.9576270997164541
telephone	communication	-1.4142618311668276
baffling	confusing	x
peace	harmony	0.5466732339198384
ship	wooden	-3.1608925047314624
hope	tornado	-5.723002777097938
limerick	poem	0.7555459035621295
challenging	difficult	-1.3704843351702214
unskilled	magic	-1.785176976078414
priest	evil	-3.09819281813222
ambulance	hospital	0.92683988696468
button	hole	-2.626286501569887
title	ownership	-3.357818763222053
hopeful	optimistic	0.5765769897357507
tent	cabin	-0.9909283046434102
fan	oxygen	-4.933091535621456
decrepit	strength	x
bank	dollar	-2.871240351544768
ridicule	mock	-0.5821354621802478
surface	flat	-1.6936596811821931
crystal	jewel	-2.6118756600333337
parka	sweater	x
newspaper	guide	-4.524828023153441
timid	bold	-1.2736656300446492
grimace	comfort	x
glaze	sauce	-1.4097240582491184
smooth	jagged	-1.5728838727572887
love	wonderful	-3.5619171198085486
murder	motive	-2.276257868130481
angry	outraged	-1.5992144212955408
intoxication	alcohol	0.8788883961028644
powder	moisten	x
mineral	geology	-1.9574151690000128
chilly	freezing	0.0881342959479921
Christianity	religion	0.8746809080691798
pig	hooves	-1.1806213139139177
fluent	language	1.2590618969171858
decision	idea	-3.9338286210669415
technique	effective	-1.8527059005400683
revolution	war	-1.3634452604219334
amplifier	violin	x
interested	apathetic	-4.148311976467153
benefactor	poor	-1.1883295747095644
debate	argument	-1.8180362801205727
excuse	permit	-2.8605299178430563
Thanksgiving	turkey	0.5606342426578539
saintly	holiness	x
kidney	body	-1.90897475362306
teacher	professor	-1.259267760165579
nurse	operate	-3.774973397808419
jingoist	nationalistic	x
dubious	discussion	-3.039380564242286
slaughterhouse	meat	1.466163064955038
wary	trust	-1.2423555049799484
tournament	judges	-4.744524448735286
peripatetic	mobile	x
compassion	virtue	-2.561497440741594
linguistics	language	0.6105154355415204
righteous	judgment	-0.9206730797771896
tenacity	determination	1.1940982543645149
reputable	shady	x
convulsion	shudder	x
nebulous	distinct	-2.3151200583503093
recluse	friendly	x
objective	task	-2.984236993624652
ravenous	hungry	-0.98557700980003
stone	lithograph	-4.997541644990903
marsupial	kangaroo	1.7671590498983858
voluble	fluency	x
palisade	resort	x
masterpiece	create	-5.495741124455776
modicum	abundance	x
rant	soliloquy	x
garrison	garrulous	x
hypotenuse	triangle	3.234806345999555
treachery	forgiveness	-2.8207088888972867
unbecoming	improper	-0.5518656228237989
manufacturer	production	-1.5948327926363992
punishment	penance	-2.1452661371770225
scholarly	erudite	-1.6915422792550272
crustacean	swim	-3.5935272712991826
tree	deciduous	-1.4669041868338355
commission	wage	-3.873617867956482
troupe	theaters	-3.436664567760865
word	lexicon	-1.9283252448660704
humanitarian	mortal	x
clandestine	overt	-0.7739619176017226
inebriated	sobriety	0.0566525196816976
vapid	liveliness	x
rivulet	powerful	x
homophone	definition	-2.2478295820109824
ascetic	frugal	-1.4771781322949626
witness	judgmental	x
fallacy	lie	-2.227909691818449
astute	clever	-0.4506235003622016
apprehensive	doubt	x
circumspect	attention	x
venerate	desecrate	x
anthology	passages	-2.3665782389414542
concubine	spouse	-1.322222523295739
teacher	tenured	-3.376127202172378
condiment	eat	x
domineering	power	-2.6162807178907617
fanatical	enthusiastic	x
examination	accusation	x
profanity	censored	0.9923104590836318
ruined	annihilated	x
dichotomy	division	-2.686546452331782
appendage	body	-0.4340100957895837
